assumption_name,year,base_value,source_category,source,rationale,downside_value,upside_value,guidance_low,guidance_high,notes
option_proceeds,2029,0.0,JUDGMENT,Analyst financing policy,No speculative future option exercises; existing equity awards captured in diluted denominator.,-5.0,5.0,,,Downside/upside columns are parameter low/high; value impact may reverse.
option_proceeds,2030,0.0,JUDGMENT,Analyst financing policy,No speculative future option exercises; existing equity awards captured in diluted denominator.,-5.0,5.0,,,Downside/upside columns are parameter low/high; value impact may reverse.
withholding_ratio,2026,0.3028078319520944,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026012494/duol-20251231.htm p85–86,"Cash tax withholding on net-settled shares; reduces cash and equity, not EBIT or FCFF.",0.2528078319520944,0.35280783195209436,,,Downside/upside columns are parameter low/high; value impact may reverse.
withholding_ratio,2027,0.3028078319520944,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026012494/duol-20251231.htm p85–86,"Cash tax withholding on net-settled shares; reduces cash and equity, not EBIT or FCFF.",0.2528078319520944,0.35280783195209436,,,Downside/upside columns are parameter low/high; value impact may reverse.
withholding_ratio,2028,0.3028078319520944,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026012494/duol-20251231.htm p85–86,"Cash tax withholding on net-settled shares; reduces cash and equity, not EBIT or FCFF.",0.2528078319520944,0.35280783195209436,,,Downside/upside columns are parameter low/high; value impact may reverse.
withholding_ratio,2029,0.3028078319520944,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026012494/duol-20251231.htm p85–86,"Cash tax withholding on net-settled shares; reduces cash and equity, not EBIT or FCFF.",0.2528078319520944,0.35280783195209436,,,Downside/upside columns are parameter low/high; value impact may reverse.
withholding_ratio,2030,0.3028078319520944,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026012494/duol-20251231.htm p85–86,"Cash tax withholding on net-settled shares; reduces cash and equity, not EBIT or FCFF.",0.2528078319520944,0.35280783195209436,,,Downside/upside columns are parameter low/high; value impact may reverse.
ppe_capex_share,2026,0.6604620606591481,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026012494/duol-20251231.htm p86,Allocate capex between PPE and intangibles; allocate D&A by opening asset balances.,0.6104620606591481,0.7104620606591482,,,Downside/upside columns are parameter low/high; value impact may reverse.
ppe_capex_share,2027,0.6604620606591481,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026012494/duol-20251231.htm p86,Allocate capex between PPE and intangibles; allocate D&A by opening asset balances.,0.6104620606591481,0.7104620606591482,,,Downside/upside columns are parameter low/high; value impact may reverse.
ppe_capex_share,2028,0.6604620606591481,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026012494/duol-20251231.htm p86,Allocate capex between PPE and intangibles; allocate D&A by opening asset balances.,0.6104620606591481,0.7104620606591482,,,Downside/upside columns are parameter low/high; value impact may reverse.
ppe_capex_share,2029,0.6604620606591481,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026012494/duol-20251231.htm p86,Allocate capex between PPE and intangibles; allocate D&A by opening asset balances.,0.6104620606591481,0.7104620606591482,,,Downside/upside columns are parameter low/high; value impact may reverse.
ppe_capex_share,2030,0.6604620606591481,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026012494/duol-20251231.htm p86,Allocate capex between PPE and intangibles; allocate D&A by opening asset balances.,0.6104620606591481,0.7104620606591482,,,Downside/upside columns are parameter low/high; value impact may reverse.
diluted_shares,2026,50.7,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026053299/q2fy26duolingo6-30x26share.htm p11,Latest estimated fully diluted shares; includes founder awards and RSUs. No extra future dilution multiplier with SBC expense retained.,49.7,51.7,,,Downside/upside columns are parameter low/high; value impact may reverse.
diluted_shares,2027,50.7,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026053299/q2fy26duolingo6-30x26share.htm p11,Latest estimated fully diluted shares; includes founder awards and RSUs. No extra future dilution multiplier with SBC expense retained.,49.7,51.7,,,Downside/upside columns are parameter low/high; value impact may reverse.
diluted_shares,2028,50.7,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026053299/q2fy26duolingo6-30x26share.htm p11,Latest estimated fully diluted shares; includes founder awards and RSUs. No extra future dilution multiplier with SBC expense retained.,49.7,51.7,,,Downside/upside columns are parameter low/high; value impact may reverse.
diluted_shares,2029,50.7,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026053299/q2fy26duolingo6-30x26share.htm p11,Latest estimated fully diluted shares; includes founder awards and RSUs. No extra future dilution multiplier with SBC expense retained.,49.7,51.7,,,Downside/upside columns are parameter low/high; value impact may reverse.
diluted_shares,2030,50.7,HISTORY,https://www.sec.gov/Archives/edgar/data/1562088/000162828026053299/q2fy26duolingo6-30x26share.htm p11,Latest estimated fully diluted shares; includes founder awards and RSUs. No extra future dilution multiplier with SBC expense retained.,49.7,51.7,,,Downside/upside columns are parameter low/high; value impact may reverse.
terminal_growth,2026,0.03,JUDGMENT,Analyst long-run nominal USD assumption,"Mature growth; recompute terminal working capital at 3%, hold margins and capex/D&A ratios.",0.024999999999999998,0.034999999999999996,,,Downside/upside columns are parameter low/high; value impact may reverse.
terminal_growth,2027,0.03,JUDGMENT,Analyst long-run nominal USD assumption,"Mature growth; recompute terminal working capital at 3%, hold margins and capex/D&A ratios.",0.024999999999999998,0.034999999999999996,,,Downside/upside columns are parameter low/high; value impact may reverse.
terminal_growth,2028,0.03,JUDGMENT,Analyst long-run nominal USD assumption,"Mature growth; recompute terminal working capital at 3%, hold margins and capex/D&A ratios.",0.024999999999999998,0.034999999999999996,,,Downside/upside columns are parameter low/high; value impact may reverse.
terminal_growth,2029,0.03,JUDGMENT,Analyst long-run nominal USD assumption,"Mature growth; recompute terminal working capital at 3%, hold margins and capex/D&A ratios.",0.024999999999999998,0.034999999999999996,,,Downside/upside columns are parameter low/high; value impact may reverse.
terminal_growth,2030,0.03,JUDGMENT,Analyst long-run nominal USD assumption,"Mature growth; recompute terminal working capital at 3%, hold margins and capex/D&A ratios.",0.024999999999999998,0.034999999999999996,,,Downside/upside columns are parameter low/high; value impact may reverse.
wacc,2026,0.08276376244240655,JUDGMENT,"Damodaran Sept1 2026 Treasury 4.75%, ERP 4.14%; measured DUOL/SPY beta",Observed beta CAPM; traditional debt zero so WACC=cost of equity. Input vintage explicitly Sept1.,0.07276376244240655,0.09276376244240654,,,Downside/upside columns are parameter low/high; value impact may reverse.
wacc,2027,0.08276376244240655,JUDGMENT,"Damodaran Sept1 2026 Treasury 4.75%, ERP 4.14%; measured DUOL/SPY beta",Observed beta CAPM; traditional debt zero so WACC=cost of equity. Input vintage explicitly Sept1.,0.07276376244240655,0.09276376244240654,,,Downside/upside columns are parameter low/high; value impact may reverse.
wacc,2028,0.08276376244240655,JUDGMENT,"Damodaran Sept1 2026 Treasury 4.75%, ERP 4.14%; measured DUOL/SPY beta",Observed beta CAPM; traditional debt zero so WACC=cost of equity. Input vintage explicitly Sept1.,0.07276376244240655,0.09276376244240654,,,Downside/upside columns are parameter low/high; value impact may reverse.
wacc,2029,0.08276376244240655,JUDGMENT,"Damodaran Sept1 2026 Treasury 4.75%, ERP 4.14%; measured DUOL/SPY beta",Observed beta CAPM; traditional debt zero so WACC=cost of equity. Input vintage explicitly Sept1.,0.07276376244240655,0.09276376244240654,,,Downside/upside columns are parameter low/high; value impact may reverse.
wacc,2030,0.08276376244240655,JUDGMENT,"Damodaran Sept1 2026 Treasury 4.75%, ERP 4.14%; measured DUOL/SPY beta",Observed beta CAPM; traditional debt zero so WACC=cost of equity. Input vintage explicitly Sept1.,0.07276376244240655,0.09276376244240654,,,Downside/upside columns are parameter low/high; value impact may reverse.
